"host_response_time","host_acceptance_rate","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_since_days","log_price"
"within an hour",100,"f",0,"t","t","Honolulu","Entire home/apt",3,1,NA,2,67,1,21,1,2,21,21,1,21,5,8,20,278,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",15,15,0,0,NA,122,4.20469261939097
"within a day",90,"t",1,"t","f","Honolulu","Entire home/apt",4,1,1,0,130,1,1125,1,2,1125,1125,1,1125,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",2,2,0,0,NA,2142,4.86753445045558
"within an hour",93,"f",0,"t","f","Honolulu","Entire home/apt",4,1,1,1,170,2,1125,1,2,1125,1125,2,1125,14,38,46,276,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,92,5.13579843705026
"N/A",100,"f",2,"t","f","Maui","Entire home/apt",2,1,NA,1,249,6,7,6,6,7,7,6,7,0,0,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",4,4,0,0,NA,718,5.51745289646471
"within an hour",99,"f",197,"t","t","Honolulu","Entire home/apt",4,1,NA,2,122,2,1125,2,30,1125,1125,4.7,1125,28,58,88,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",188,188,0,0,NA,1185,4.80402104473326
"within an hour",71,"f",28,"t","t","Honolulu","Entire home/apt",4,1,1,2,453,3,7,3,3,7,7,3,7,29,59,83,173,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,0,NA,2767,6.11589212548303
"within a few hours",97,"f",219,"t","t","Maui","Entire home/apt",4,2,2,2,249,5,1125,1,7,1125,1125,6.4,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",199,195,2,0,NA,2403,5.51745289646471
"within an hour",98,"f",101,"t","f","Honolulu","Entire home/apt",4,1,NA,2,148,3,80,3,5,1125,1125,3.1,1125,17,47,77,352,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",101,101,0,0,NA,1927,4.99721227376411
"within an hour",100,"f",0,"t","t","Hawaii","Entire home/apt",4,1,1,2,139,3,90,3,3,1125,1125,3,1125,23,45,59,148,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,1196,4.93447393313069
"within a few hours",63,"f",101,"t","t","Maui","Entire home/apt",12,4,4,4,473,3,1125,3,5,1125,1125,3.2,1125,2,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",65,65,0,0,NA,3557,6.15909538849193
"within a few hours",88,"f",32,"t","t","Honolulu","Entire home/apt",10,3,4,5,510,7,1125,7,10,1125,1125,7.3,1125,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",22,22,0,0,NA,1786,6.23441072571837
"within an hour",100,"f",0,"t","t","Maui","Private room",8,2,3,4,843,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.73696695800186
"within an hour",100,"f",0,"t","t","Honolulu","Entire home/apt",3,1,1,1,100,4,1125,4,4,1125,1125,4,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,0,NA,1109,4.60517018598809
"within an hour",100,"f",0,"t","t","Maui","Private room",6,2,2,3,750,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.62007320653036
"within an hour",100,"f",0,"t","t","Maui","Private room",6,2,2,3,643,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.46614472423762
"within an hour",100,"f",0,"t","t","Maui","Private room",4,1,1,2,250,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,5.52146091786225
"within an hour",100,"f",0,"t","t","Maui","Private room",4,1,1,2,386,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,5.95583736946483
"within an hour",100,"t",9,"t","t","Kauai","Entire home/apt",4,2,2,3,253,1,365,3,5,365,365,3.6,365,0,8,31,211,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",6,6,0,0,NA,1683,5.53338948872752
"within an hour",100,"t",2,"t","f","Maui","Entire home/apt",3,1,NA,2,56,2,1125,2,2,1125,1125,2,1125,9,39,69,344,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",4,4,0,0,NA,1665,4.02535169073515
"within an hour",82,"t",61,"t","t","Hawaii","Entire home/apt",8,3,4,5,695,3,1125,3,3,1125,1125,3,1125,8,36,51,326,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",83,83,0,0,NA,1548,6.54391184556479
"within an hour",100,"f",0,"t","t","Maui","Private room",8,2,2,4,500,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.21460809842219
"within an hour",100,"f",0,"t","f","Honolulu","Entire home/apt",4,1,1,2,128,3,30,3,3,1125,1125,3,1125,21,49,71,346,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,0,NA,90,4.85203026391962
"within a day",100,"f",83,"t","t","Maui","Entire home/apt",6,2.5,2,2,449,5,365,5,7,365,365,5.1,365,0,19,41,287,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",86,86,0,0,NA,1275,6.10702288774225
"within a day",100,"f",83,"t","t","Maui","Entire home/apt",6,2.5,2,3,467,5,365,5,7,365,365,5.1,365,0,0,1,193,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",86,86,0,0,NA,1275,6.1463292576689
"within an hour",99,"f",10,"t","f","Honolulu","Entire home/apt",2,1,NA,1,35,30,90,30,30,1125,1125,30,1125,0,13,13,182,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",11,11,0,0,NA,849,3.55534806148941
"within an hour",82,"f",50,"t","t","Honolulu","Entire home/apt",8,2,2,4,260,2,7,2,2,7,7,2,7,0,15,30,46,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,0,NA,2711,5.56068163101553
"within an hour",100,"f",0,"t","t","Maui","Entire home/apt",2,1,1,2,126,3,1125,3,3,1125,1125,3,1125,3,12,19,206,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,1215,4.83628190695148
"within an hour",98,"t",1,"t","t","Maui","Entire home/apt",10,2,3,5,495,3,1125,2,7,1125,1125,3.2,1125,1,9,16,194,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",3,3,0,0,NA,443,6.20455776256869
"within a few hours",67,"f",2,"t","t","Hawaii","Entire home/apt",4,1,NA,2,62,1,1125,1,2,1125,1125,1,1125,0,0,14,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",2,2,0,0,NA,1180,4.12713438504509
"N/A",100,"t",5,"t","t","Maui","Entire home/apt",2,0,1,1,129,3,1125,3,3,1125,1125,3,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",3,2,1,0,NA,2264,4.85981240436167
"within an hour",100,"t",1,"t","t","Maui","Entire home/apt",6,1.5,2,3,235,5,65,5,5,1125,1125,5,1125,0,0,0,0,1,1,1,100,10,10,10,10,10,10,"t",2,2,0,0,1,726,5.45958551414416
"N/A",100,"f",0,"t","f","Kauai","Entire home/apt",6,2,2,2,275,7,7,7,7,1125,1125,7,1125,0,4,28,303,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",5,5,0,0,NA,384,5.61677109766657
"N/A",100,"f",0,"t","f","Kauai","Entire home/apt",6,2,2,2,275,7,7,7,7,1125,1125,7,1125,0,0,8,150,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",5,5,0,0,NA,384,5.61677109766657
"N/A",100,"f",0,"t","f","Kauai","Entire home/apt",6,2,2,2,380,7,7,7,7,1125,1125,7,1125,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",5,5,0,0,NA,384,5.94017125272043
"within an hour",82,"t",61,"t","t","Hawaii","Entire home/apt",10,4.5,4,6,566,3,1125,3,3,1125,1125,3,1125,2,5,22,281,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",83,83,0,0,NA,1548,6.33859407820318
"within a few hours",78,"f",190,"t","t","Hawaii","Entire home/apt",6,3.5,3,4,568,1,365,1,7,365,365,4.2,365,0,0,0,108,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",180,180,0,0,NA,1465,6.34212141872115
"within a few hours",97,"f",219,"t","t","Maui","Entire home/apt",4,1,1,2,199,1,1125,1,2,1125,1125,1,1125,0,0,0,205,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",199,195,2,0,NA,2403,5.29330482472449
"within a few hours",97,"f",219,"t","t","Maui","Entire home/apt",6,2,2,4,225,1,1125,1,2,1125,1125,1,1125,29,59,82,172,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",199,195,2,0,NA,2403,5.41610040220442
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,209,4,179,2,4,1125,1125,3.9,1125,12,13,18,278,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,5.34233425196481
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",6,2,2,3,145,4,179,4,4,1125,1125,4,1125,30,52,70,327,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,4.97673374242057
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,2,2,3,230,4,179,2,4,1125,1125,3.7,1125,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,5.4380793089232
"within an hour",100,"f",33,"t","t","Kauai","Entire home/apt",4,1,1,2,121,1,365,2,5,365,365,3,365,4,12,20,222,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",32,32,0,0,NA,1408,4.79579054559674
"within a few hours",100,"f",0,"t","f","Maui","Entire home/apt",4,1,1,1,108,3,365,3,3,1125,1125,3,1125,16,45,59,334,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",2,2,0,0,NA,999,4.68213122712422
"within an hour",100,"f",1,"t","t","Kauai","Entire home/apt",6,2,2,3,279,1,1125,1,2,1125,1125,1,1125,13,35,40,302,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,1030,5.63121178182137
"within an hour",100,"f",0,"t","t","Kauai","Entire home/apt",2,1,NA,1,110,2,21,1,2,1125,1125,2,1125,8,8,23,107,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,3399,4.70048036579242
"within an hour",100,"t",2,"t","t","Kauai","Entire home/apt",4,2,2,3,245,2,1125,2,2,1125,1125,2,1125,13,40,43,215,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,1944,5.50125821054473
"within an hour",100,"f",9,"t","t","Kauai","Entire home/apt",4,1,1,1,200,3,1125,3,3,1125,1125,3,1125,28,45,75,350,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",11,11,0,0,NA,2096,5.29831736654804
"within an hour",99,"f",10,"t","f","Honolulu","Entire home/apt",2,1,NA,1,35,30,90,30,30,1125,1125,30,1125,1,12,19,123,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",11,11,0,0,NA,849,3.55534806148941
"within a few hours",63,"f",101,"t","t","Maui","Entire home/apt",12,4,4,6,649,3,1125,3,5,1125,1125,3.2,1125,17,21,26,173,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",65,65,0,0,NA,3557,6.47543271670409
"within a few hours",73,"f",145,"t","f","Hawaii","Entire home/apt",6,2,3,3,115,3,60,3,3,60,60,3,60,0,27,57,322,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",131,131,0,0,NA,3481,4.74493212836325
"within a few hours",73,"f",145,"t","f","Kauai","Entire home/apt",4,2,2,2,235,3,60,3,7,60,60,4.5,60,29,52,80,338,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",131,131,0,0,NA,3481,5.45958551414416
"within a few hours",73,"f",145,"t","f","Kauai","Entire home/apt",6,2.5,3,4,604,3,60,3,7,60,60,4.5,60,29,55,85,339,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",131,131,0,0,NA,3481,6.40357419793482
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,100,4,179,4,4,1125,1125,4,1125,30,60,80,317,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,4.60517018598809
"within an hour",89,"f",290,"t","t","Kauai","Entire home/apt",6,2,2,2,145,4,179,2,4,1125,1125,4,1125,17,40,70,306,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,4.97673374242057
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,146,4,179,2,4,1125,1125,4,1125,28,44,59,300,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,4.98360662170834
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,115,4,179,2,4,1125,1125,4,1125,30,51,55,242,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,4.74493212836325
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,297,4,179,2,4,1125,1125,4,1125,15,38,38,240,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,5.6937321388027
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,145,4,179,4,4,1125,1125,4,1125,30,60,90,287,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,4.97673374242057
"within an hour",100,"t",3,"t","t","Kauai","Entire home/apt",7,3,3,4,300,7,1125,3,7,1125,1125,7,1125,30,49,68,261,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",2,2,0,0,NA,580,5.7037824746562
"within an hour",98,"f",2,"t","t","Honolulu","Entire home/apt",5,2,4,5,349,3,1125,3,9,1125,1125,3.4,1125,10,39,69,344,1,1,1,100,10,10,10,10,10,10,"t",6,6,0,0,1,134,5.85507192220243
"within an hour",98,"f",2,"t","t","Honolulu","Entire home/apt",4,1,1,3,106,1,1125,1,9,1125,1125,1.5,1125,17,47,77,352,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",6,6,0,0,NA,134,4.66343909411207
"within a few hours",78,"f",190,"t","t","Kauai","Entire home/apt",8,3.5,4,5,500,1,365,4,14,365,365,4.6,365,4,34,50,196,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",180,180,0,0,NA,1465,6.21460809842219
"within an hour",98,"f",2,"t","t","Honolulu","Entire home/apt",4,2,2,4,149,5,1125,5,9,1125,1125,5.3,1125,5,19,49,317,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",6,6,0,0,NA,134,5.00394630594546
"within a few hours",97,"t",1,"t","t","Hawaii","Entire home/apt",2,1,1,0,179,4,1125,4,4,1125,1125,4,1125,24,24,24,74,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",2,1,1,0,NA,1724,5.18738580584075
"within an hour",100,"f",0,"t","t","Maui","Private room",8,2,2,3,743,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.61069604471776
"within an hour",82,"t",61,"t","t","Hawaii","Entire home/apt",10,3.5,4,6,595,3,1125,3,3,1125,1125,3,1125,0,0,0,187,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",83,83,0,0,NA,1548,6.38856140554563
"within an hour",100,"f",0,"t","t","Maui","Entire home/apt",3,1,1,2,189,3,1125,3,3,1125,1125,3,1125,7,28,38,304,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,0,NA,1408,5.24174701505964
"within a day",100,"f",83,"t","t","Maui","Entire home/apt",6,2,2,2,308,5,365,5,7,365,365,5.1,365,17,17,19,266,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",86,86,0,0,NA,1275,5.73009978297357
"within a day",100,"f",83,"t","t","Maui","Entire home/apt",6,2,2,3,343,5,365,5,7,365,365,5.5,365,30,54,70,313,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",86,86,0,0,NA,1275,5.83773044716594
"within an hour",100,"f",0,"t","t","Maui","Private room",8,2,3,4,843,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.73696695800186
"within an hour",38,"t",54,"t","t","Kauai","Entire home/apt",6,2.5,2,3,230,7,365,7,7,365,365,7,365,29,49,60,150,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",8,8,0,0,NA,203,5.4380793089232
"within an hour",38,"t",54,"t","t","Honolulu","Entire home/apt",4,1,NA,1,208,7,365,7,7,365,365,7,365,30,60,81,170,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",8,8,0,0,NA,203,5.33753807970132
"N/A",100,"f",0,"t","f","Maui","Entire home/apt",4,1,1,1,250,7,7,7,7,1125,1125,7,1125,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",5,5,0,0,NA,384,5.52146091786225
"N/A",100,"f",0,"t","f","Maui","Entire home/apt",4,1,1,1,250,7,7,7,7,1125,1125,7,1125,0,1,8,240,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",5,5,0,0,NA,384,5.52146091786225
"within an hour",82,"t",61,"t","t","Hawaii","Entire home/apt",8,3.5,3,4,378,3,1125,3,3,1125,1125,3,1125,30,59,80,315,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",83,83,0,0,NA,1548,5.93489419561959
"within a day",97,"f",15,"t","f","Maui","Entire home/apt",4,1,1,1,150,1,1125,1,2,1125,1125,1,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",13,13,0,0,NA,2123,5.01063529409626
"within a day",100,"f",83,"t","t","Maui","Entire home/apt",6,2.5,2,2,467,5,365,5,10,365,365,5.4,365,0,18,48,271,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",86,86,0,0,NA,1275,6.1463292576689
"within an hour",82,"t",61,"t","t","Hawaii","Entire home/apt",10,3.5,4,6,475,3,1125,3,3,1125,1125,3,1125,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",83,83,0,0,NA,1548,6.16331480403464
"within an hour",99,"f",2143,"t","t","Honolulu","Entire home/apt",10,2,4,5,375,2,182,1,2,30,182,1.8,156.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",31,31,0,0,NA,921,5.92692602597041
"within an hour",99,"f",2143,"t","t","Honolulu","Entire home/apt",8,2,3,4,371,2,182,1,2,30,182,1.8,154.4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",31,31,0,0,NA,921,5.91620206260743
"within an hour",99,"f",2143,"t","t","Honolulu","Entire home/apt",6,2,2,4,288,2,182,1,2,30,182,1.8,156.1,0,5,5,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",31,31,0,0,NA,921,5.66296048013595
"within an hour",99,"f",2143,"t","t","Honolulu","Entire home/apt",4,1,1,2,250,2,182,1,2,30,182,1.8,156.1,12,42,72,347,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",31,31,0,0,NA,921,5.52146091786225
"within an hour",99,"f",2143,"t","t","Honolulu","Entire home/apt",10,2,4,5,375,2,182,1,2,30,182,1.8,156.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",31,31,0,0,NA,921,5.92692602597041
"within an hour",99,"f",2143,"t","t","Honolulu","Entire home/apt",2,1,1,1,220,2,182,1,2,7,30,1.8,11.1,12,42,72,347,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",31,31,0,0,NA,921,5.39362754635236
"within an hour",99,"f",2143,"t","t","Honolulu","Entire home/apt",6,2,2,3,286,2,182,1,2,7,30,1.8,10.9,0,4,4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",31,31,0,0,NA,921,5.65599181081985
"within an hour",99,"f",2143,"t","t","Honolulu","Entire home/apt",4,1,1,2,261,2,182,1,2,7,30,1.8,11.2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",31,31,0,0,NA,921,5.56452040732269
"within a few hours",70,"t",1,"t","t","Kauai","Entire home/apt",4,2,2,2,325,3,1125,1,3,1125,1125,3,1125,3,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",3,3,0,0,NA,2474,5.78382518232974
"within an hour",97,"f",6,"t","t","Maui","Entire home/apt",4,1,NA,1,137,1,365,2,3,1125,1125,2.1,1125,30,48,73,345,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",6,6,0,0,NA,346,4.91998092582813
"within an hour",100,"f",0,"t","t","Maui","Private room",8,2,2,4,500,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.21460809842219
"within an hour",100,"f",1,"t","t","Honolulu","Entire home/apt",2,1,NA,1,79,4,1125,4,4,1125,1125,4,1125,20,50,65,65,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",2,2,0,0,NA,1739,4.36944785246702
"within an hour",99,"f",2143,"t","t","Honolulu","Entire home/apt",4,1,1,2,250,2,182,1,2,30,182,1.8,156.1,11,41,71,346,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",31,31,0,0,NA,921,5.52146091786225
"within an hour",99,"f",2143,"t","t","Honolulu","Entire home/apt",4,1,1,2,250,2,182,1,2,30,182,1.8,156.1,12,42,72,347,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",31,31,0,0,NA,921,5.52146091786225
"within an hour",99,"f",2143,"t","t","Honolulu","Entire home/apt",4,1,1,2,250,2,182,1,2,30,182,1.8,156.1,11,41,71,346,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",31,31,0,0,NA,921,5.52146091786225
"within an hour",99,"f",119,"t","t","Maui","Entire home/apt",6,2,2,4,200,4,365,3,5,365,365,4,365,1,1,1,237,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",126,126,0,0,NA,1163,5.29831736654804
"within an hour",100,"f",0,"t","f","Hawaii","Entire home/apt",5,2,2,3,195,5,1125,5,5,1125,1125,5,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,1646,5.27299955856375
"within an hour",95,"t",114,"t","t","Kauai","Entire home/apt",4,1,1,2,80,7,7,7,7,7,7,7,7,10,23,23,23,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,0,NA,3004,4.38202663467388
"within an hour",100,"f",0,"t","t","Maui","Private room",8,2,2,4,500,7,7,7,7,7,7,7,7,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.21460809842219
"within an hour",100,"f",0,"t","t","Maui","Private room",4,1,1,2,286,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,5.65599181081985
"within a day",50,"f",0,"t","f","Hawaii","Entire home/apt",11,3,4,7,620,5,20,5,5,20,20,5,20,21,24,25,208,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",18,18,0,0,NA,2581,6.42971947803914
"within an hour",100,"f",0,"t","t","Maui","Private room",8,2,2,4,500,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.21460809842219
"within a day",71,"t",1,"t","f","Honolulu","Private room",2,1,NA,1,95,3,365,3,3,365,365,3,365,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",2,0,2,0,NA,847,4.55387689160054
"within an hour",100,"f",0,"t","t","Maui","Private room",4,1,1,2,286,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,5.65599181081985
"within a day",100,"f",83,"t","t","Maui","Entire home/apt",6,2,2,2,549,5,365,5,10,365,365,5.3,365,22,33,55,280,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",86,86,0,0,NA,1275,6.30809844150953
"within a day",50,"f",0,"t","f","Hawaii","Entire home/apt",12,3,4,9,655,4,20,4,4,20,20,4,20,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",18,18,0,0,NA,2581,6.48463523563525
"within a day",100,"f",0,"t","t","Honolulu","Private room",6,1,2,2,400,7,1125,7,7,1125,1125,7,1125,20,20,38,120,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",2,1,1,0,NA,1246,5.99146454710798
"within an hour",100,"f",0,"t","t","Maui","Private room",8,2,2,4,500,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.21460809842219
"within a few hours",99,"f",15,"t","t","Honolulu","Entire home/apt",3,1,1,1,150,1,1125,1,2,1125,1125,1,1125,3,12,12,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",15,15,0,0,NA,3139,5.01063529409626
"within a few hours",65,"t",155,"t","t","Maui","Entire home/apt",4,1,1,2,119,4,1125,4,10,1125,1125,4.3,1125,25,31,44,253,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",147,147,0,0,NA,2254,4.77912349311153
"within a few hours",98,"f",4,"t","t","Honolulu","Entire home/apt",2,1,1,1,234,3,1125,3,3,1125,1125,3,1125,4,15,37,312,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",4,4,0,0,NA,1510,5.4553211153577
"within a few hours",100,"f",3,"t","f","Hawaii","Entire home/apt",3,1,2,2,45,30,30,30,30,1125,1125,30,1125,0,0,0,78,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",3,3,0,0,NA,1057,3.80666248977032
"within a day",100,"f",83,"t","t","Maui","Entire home/apt",6,2,2,3,556,5,365,5,7,365,365,5.1,365,2,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",86,86,0,0,NA,1275,6.32076829425058
"within a few hours",99,"t",6,"t","t","Maui","Entire home/apt",4,2,2,2,215,5,1125,5,5,1125,1125,5,1125,30,60,79,347,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",9,9,0,0,NA,1214,5.37063802812766
"within a few hours",99,"t",6,"t","t","Maui","Entire home/apt",4,2,1,2,260,3,1125,3,5,1125,1125,3.1,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",9,9,0,0,NA,1214,5.56068163101553
"within an hour",100,"f",0,"t","t","Maui","Private room",8,2,2,4,500,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.21460809842219
